source_id,ra,dec,pmra,pmdec,parallax,pmra_error,pmdec_error,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_g_mean_flux_over_error,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,ruwe,non_single_star
53207910288829568,59.90000190513094,21.582037953115044,27.058083345676494,-37.87252695843807,4.23786319926869,0.1746716,0.123389,0.1551005,18.223324,18.274128,18.182196,0.0919323,719.90393,78.6119,55.06122,1.129249,0.9453571,0
53253372520484352,59.9724254659415,21.99205755241353,46.421750241257286,-20.75626939533975,8.660424822497937,0.031420317,0.020875832,0.026799545,14.86665,16.197294,13.725568,2.4717264,1761.4001,153.99594,716.233,1.4169674,1.0759139,0
53291099513102336,59.32945096956929,22.089832440974817,25.866075941894124,-15.752228383976362,5.819648299844484,0.039992925,0.026801268,0.038590927,15.019729,16.397959,13.868391,2.5295677,658.9543,133.67215,276.17343,1.4192635,1.0994405,0
53410740122324864,60.158457497994455,22.42719817494673,15.17561938326356,-7.071054984682993,4.981680429191833,1.2652456,0.706797,1.0516225,19.351858,19.90918,17.910406,1.9987736,192.87283,11.801177,40.329964,2.0218387,2.288794,0
53432966576214784,59.80883953114888,22.64862827582317,3.942870611773014,3.155241275743541,6.407600008530999,0.28336138,0.17538504,0.22851157,18.904348,20.680874,17.538868,3.142006,425.71365,9.037026,69.085014,1.6216899,0.9935613,0
53455579580778368,60.63455829773027,22.93177086930059,-24.384808238210155,-19.811427015762572,4.624758182923047,0.028823433,0.017299825,0.024868727,14.512291,15.427875,13.575356,1.852519,3382.0986,650.8293,1297.0038,1.3097259,1.0439761,0
53471591218856960,60.49250883720313,23.01806973494857,-4.74261588483161,-4.578955574937924,4.608851204333767,0.083041,0.049379475,0.07141034,16.791021,18.242636,15.628446,2.61419,1484.9543,80.81145,463.16803,1.4185917,0.9932478,0
53557731082035840,61.51656988711513,22.58104397296816,33.25097592019905,-3.944123598438051,4.257117605368932,0.066497,0.03626301,0.054866813,16.236681,17.588852,15.093228,2.4956236,1891.6088,129.56071,506.84586,1.4154199,1.0284452,0
53560033184491264,61.73414822195415,22.5638508992488,36.54353902956599,-97.98093492479636,6.837471395645048,0.107194364,0.07773475,0.09813141,16.83558,18.46891,15.606568,2.862342,1184.0533,62.31084,307.49844,1.4667355,1.1013653,0
53820338266052480,61.1790800323717,23.323797967170577,-0.1656367946604208,-2.101854203723504,8.403629086740674,0.2180362,0.13886148,0.19699542,18.363657,20.391817,17.005121,3.3866959,674.3758,13.1358595,129.1978,1.5830402,0.9938951,0
53839274780017408,60.87204024223839,23.21326301026168,-0.4018303689205065,5.255766812330927,4.48699943235646,0.04290531,0.02168664,0.036562767,11.359701,11.699039,10.846657,0.85238266,2904.6594,2108.751,3791.1294,1.2057555,1.4842083,0
53866277236551552,60.769141401326,23.552867074141304,20.34325933276607,-49.35100840628718,4.475343742629829,0.36784303,0.2466564,0.35612008,19.352057,21.17225,18.03494,3.13731,421.85715,8.236634,76.11034,1.5516229,1.0601548,0
53871091897644288,61.20801572084726,23.509278844045525,0.5488014890578418,0.6532746612018162,5.779345888559323,0.023480128,0.014504608,0.02218167,8.814163,8.994812,8.489836,0.5049763,4648.1636,2109.4707,3108.4678,1.1815288,1.0538414,0
53898957645253760,61.09413428539186,23.814950111588715,3.2721066344018483,4.594315292177514,4.319653839374203,0.02166322,0.01040993,0.016928123,10.493952,10.85902,9.953708,0.90531254,9285.698,2572.0657,5294.804,1.2104588,0.99279773,0
53929499154213120,61.92094011993265,23.715321397090243,36.015822604167774,-15.730085528337709,5.82931363867569,0.06578909,0.045182448,0.062230185,12.941415,13.595198,12.163369,1.4318285,4093.5347,936.01764,1338.5394,1.2589984,2.873515,1
53964000626807424,62.05730713806062,24.12080392343977,-12.075962420662712,-14.484630654807605,4.7844694564732615,0.030631987,0.023734782,0.027937077,14.5184355,15.414051,13.468307,1.9457445,1980.2181,163.9316,138.53197,1.4251453,1.1782568,0
54005026156442496,61.38041717611631,24.12733824127556,17.735073210514173,-3.302875816899011,8.374660151569076,0.7326057,0.3852498,0.61683625,16.290833,16.618654,15.565526,1.0531282,185.90149,167.28548,285.55716,1.3572,10.261134,0
54034025775593600,61.7305194381762,24.427106111817373,-2.22230036680386,-16.714943106233108,5.507296141229614,0.1849492,0.12298258,0.15015821,18.159733,20.06536,16.84115,3.2242088,663.37103,16.790937,148.83345,1.5432749,1.0192244,0
54041000802477312,61.87173194110236,24.47713825420581,5.007231641970183,2.436158681556324,5.71191246602991,0.9487323,0.69931424,0.77698976,19.846907,20.890497,18.266514,2.6239834,175.63841,5.558361,31.613894,2.0819018,1.2877558,0
57096268737710208,55.21446124383596,19.545945461541077,27.662006740198866,-47.16896115621564,4.235064320835219,0.059039593,0.049949147,0.048224434,15.757128,16.92324,14.687231,2.2360096,1833.2451,133.98085,746.9019,1.375396,1.0019335,0
57258996459312128,54.25191337675192,19.77986625031615,11.103704220014633,-21.225957095465773,6.205240565037253,1.0457857,0.7171921,0.9041173,18.641197,19.464949,17.290146,2.1748028,87.65042,19.824924,72.904,1.8005407,3.9455292,0
50840528612622208,58.32398504213759,19.393147317377156,24.981510032604323,-3.900450126512352,4.167563980252285,0.056197137,0.039439652,0.051799133,15.917855,17.259706,14.776808,2.4828987,1471.3458,144.058,381.78198,1.4147426,1.0000825,0
50886605021788160,58.138651350692456,19.39067468074405,12.879207653812308,-1.7547502897580562,9.178860790195756,0.028607598,0.018456165,0.024452223,14.372701,15.516542,13.308787,2.207755,3172.4834,479.8888,1428.0742,1.3743329,1.0894305,0
50887945051572864,58.24034552889727,19.424494105219765,-1.1694151096740335,-14.141550384897508,6.069425607780895,0.14656861,0.09480159,0.13481724,17.553085,19.213533,16.309175,2.904358,925.749,24.967705,194.08884,1.4807969,0.9854522,0
50894198523876736,57.82887068849804,19.31610114469242,3.3105503883980125,1.1101811904301495,4.16718277344479,0.017759642,0.01095171,0.015012521,10.359696,10.640184,9.908873,0.7313118,7276.7266,3675.0205,4868.128,1.1977007,0.9873197,0
50976387017311360,57.06566889642627,19.297256447209712,35.21803144699629,-17.693616850812862,5.1417200814485815,0.020035692,0.014601343,0.016853165,9.287176,9.570607,8.832723,0.7378845,6490.3257,1972.9175,2600.6575,1.1983204,1.1047964,0
