source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,phot_g_mean_flux_over_error,phot_bp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_mag,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,bp_rp,ruwe,membership_probability,hr23_ruwe,hr23_nss
661219290488437632,130.0171832155127,19.413899735425147,5.494177333039889,0.122724846,16.804476,653.1123,18.413382,26.043306,15.564151,266.02493,1.4840764,2.8492308,0.9387714,0.716926962615634,0.9387714,0.0
661220969817342848,130.47641283578923,19.257330645347267,5.436275515152367,0.023710772,11.226812,1154.0461,11.5907135,414.6421,10.694993,557.2436,1.2056645,0.8957205,1.2347515,1.0,1.2347515,2.0
661220974115692416,130.47212871149634,19.265411330819585,5.316296324011673,0.12221447,17.938192,841.04224,19.67364,26.819355,16.656849,172.07779,1.5167425,3.0167904,0.98540866,0.85828200769062,0.98540866,0.0
661221764391246080,130.43937991976665,19.267231512939944,5.586041662198903,0.021736672,10.04542,3779.1038,10.299957,2934.752,9.632183,3396.2812,1.1895548,0.6677742,0.93771225,0.709718088722227,0.93771225,0.0
661222073627319296,130.43269168016096,19.30221826707729,5.386990423354129,0.025837654,14.72523,3161.2397,15.739889,589.1664,13.723632,1122.9819,1.3437341,2.0162573,1.0492113,1.0,1.0492113,0.0
661222279785743616,130.5477385973171,19.27695537540596,5.438696276555397,0.018364618,11.92576,1937.127,12.359503,704.079,11.325395,904.902,1.2181181,1.0341082,1.296237,0.837823500991434,1.296237,0.0
661224581888230400,130.3264851736334,19.26093580046797,5.371127367236276,0.03063361,8.002527,3504.2231,8.064988,234.09993,7.77214,240.3587,1.2051116,0.2928481,0.945574,0.972621251313517,0.945574,0.0
661229701489213824,130.66415995431646,19.414357921568637,5.348897598460775,0.09447787,17.377508,885.86395,19.113295,48.516212,16.142378,328.5309,1.4596039,2.9709167,0.9967198,0.824562722915581,0.9967198,0.0
661229976367125504,130.59910124043057,19.386734378519098,5.38964577261985,0.102967955,17.502197,955.4385,19.295523,25.910553,16.219795,290.48837,1.510466,3.0757275,1.0150255,0.728673756029849,1.0150255,0.0
661231625634645504,130.7718553444295,19.4651171201773,5.376581056392203,0.027980352,14.577018,3695.2585,15.564828,636.8488,13.592593,1447.6195,1.3342484,1.9722347,1.1069162,0.877676858940248,1.1069162,0.0
661233137463057152,130.52689636357084,19.41120298854043,5.522904733547058,0.033258196,7.9242454,2730.846,8.014535,1092.0631,7.738603,1525.0956,1.1667737,0.27593184,0.94052774,0.726895802031149,0.94052774,0.0
661233584139655040,130.50649850325905,19.446069750437,5.245293537592195,0.08341268,17.100718,1056.0348,18.73086,51.675163,15.880397,302.13657,1.4567972,2.850463,1.0224798,0.767303093670632,1.0224798,0.0
661234679353175296,130.46060917280556,19.49424624917522,5.5257562673017055,0.15943378,18.204369,811.6379,20.005285,18.596472,16.91188,143.07689,1.5222957,3.0934048,1.0191109,0.724196280406759,1.0191109,0.0
661235439565517568,130.62805234581745,19.49188319945026,5.220357886314622,0.07894294,16.978823,1187.0471,18.543951,63.76837,15.77187,488.77835,1.4509212,2.7720814,1.0508305,0.716086464430566,1.0508305,0.0
661235989321322240,130.6694946565619,19.543126999759377,5.371009788531992,0.017759532,9.671502,7690.032,9.891746,4562.871,9.299872,5049.851,1.1848083,0.59187317,0.85943,0.89515606751971,0.85943,0.0
661239390935361024,130.27855444425566,19.443540029874686,5.563882355261798,0.071443886,16.626617,1339.4753,18.152094,79.024345,15.411095,329.5008,1.4674413,2.7409992,0.97838736,0.761767202578889,0.97838736,0.0
661242895630246016,130.21868306998428,19.483157593693104,5.383248223825784,0.024520867,10.175888,3571.5977,10.433624,2740.3481,9.760421,3037.3345,1.1891345,0.67320347,0.9640397,1.0,0.9640397,0.0
661243273585807872,130.09448268223468,19.46470877122674,5.411796924962363,0.021092271,10.54489,3081.961,10.834932,998.61975,10.094837,1442.932,1.1923417,0.74009514,1.0117242,1.0,1.0117242,0.0
661243307945543936,130.10624743049257,19.47570653183826,5.425844798490785,0.020155614,9.747096,5056.2793,9.977015,2808.4604,9.364058,4204.2583,1.1858175,0.612957,1.0855105,1.0,1.0855105,0.0
661244270018200192,130.29159069139172,19.508854280420156,5.34718939418416,0.016798588,9.986646,4615.9062,10.23673,1551.6003,9.580269,2037.9993,1.1880337,0.65646076,0.94344115,0.805251340000698,0.94344115,0.0
661244647975316736,130.2969396844161,19.529583140362835,5.463028227339808,0.035036523,15.463237,2525.2139,16.823227,242.10522,14.310502,737.28186,1.4242812,2.5127249,1.0406466,0.993479450529458,1.0406466,0.0
661246022364851072,130.23439312909014,19.580279849536424,5.452030494514453,0.029891325,6.743771,3605.8083,6.817877,1303.3359,6.5779777,1165.8568,1.1677486,0.23989916,0.93672234,0.905867864462655,0.93672234,0.0
661246675199973504,130.40569315407075,19.520481854770352,5.389288652736521,0.01581336,13.144526,6809.6523,13.792922,1768.3722,12.373594,2314.8923,1.2553443,1.4193277,1.0192116,1.0,1.0192116,0.0
661247602912908032,130.38961774149897,19.54999980431584,5.454574677501863,0.11855971,17.659998,1000.3609,19.40514,32.841434,16.399202,221.6642,1.489755,3.0059376,1.0006183,0.940996965037474,1.0006183,0.0
661247671632285312,130.3622401459166,19.542407493260043,5.51211205574567,0.01772971,9.722683,6274.9243,9.950512,3043.5881,9.340509,5240.8613,1.1864704,0.6100025,1.0359987,0.907892496848262,1.0359987,0.0
661249694558990848,130.4780336456556,19.61681187954452,5.587129867260436,0.23592055,18.81771,509.8954,20.710608,10.215194,17.490805,66.28369,1.5556644,3.2198029,0.97922885,0.747149086074418,0.97922885,0.0
661251210685333120,130.33502205951962,19.62284551002534,5.39670766781196,0.026864665,15.02115,2874.2073,16.127575,329.4375,13.9762745,952.82605,1.3637074,2.1513004,1.010808,1.0,1.010808,0.0
661251966599576576,130.33284243948893,19.634586972122616,5.4044772410694275,0.014917911,13.146451,3954.2893,13.786313,1012.3593,12.382252,1468.4424,1.2532016,1.4040613,1.0093707,0.944797152326345,1.0093707,0.0
661253027453650432,130.45839401003226,19.65955803580441,5.491447471147377,0.03376174,15.247327,1600.9817,16.42469,263.9469,14.167236,388.0871,1.383479,2.257454,0.9907385,0.939741668633672,0.9907385,0.0
661253272269624576,130.41322793278553,19.67443812236976,5.535345340159194,0.044309594,15.973061,1554.3418,17.403336,166.65683,14.795727,528.3915,1.43918,2.6076088,0.95179987,0.907892496848262,0.95179987,0.0
661253478428045568,130.48262437131152,19.68962092715769,5.424979880936136,0.019428175,10.896363,2282.8757,11.220029,635.47296,10.4059725,923.85126,1.1995281,0.8140564,1.1775702,1.0,1.1775702,0.0
661253993824132480,130.38639824656235,19.670397586391303,5.3696899368686015,0.45249602,19.871092,299.59732,21.207335,6.242901,18.492714,47.709435,1.7099968,2.7146206,1.068602,1.0,1.068602,0.0
661257154920147072,129.73009583155988,19.283768956561136,5.414773515906149,0.034354165,15.061287,1817.2384,16.209711,365.9506,13.99735,765.72235,1.3732933,2.2123613,0.98366714,1.0,0.98366714,0.0
661257704675956480,129.8134354095139,19.286474302030044,5.468482705539899,0.047619462,15.638341,858.38257,16.905645,133.189,14.515759,327.9373,1.4094161,2.389886,0.9870553,0.756426883295718,0.9870553,0.0
