sample,geometry,radius_inner_pc,radius_pc,projection,alpha,alpha_err,n
final_current_mass_projected_annulus,annulus,2.0,4.0,p007,1.731,0.2809999999999999,38
final_current_mass_projected_annulus,annulus,4.0,8.0,p007,1.983,0.20200000000000007,80
final_current_mass_projected_annulus,annulus,8.0,11.68,p007,2.349,0.262,56
final_current_mass_projected_annulus,annulus,11.68,20.0,p007,1.806,0.24749999999999994,50
final_current_mass_projected_annulus,annulus,0.0,2.0,p008,1.7280000000000002,0.48150000000000004,13
final_current_mass_projected_annulus,annulus,2.0,4.0,p008,1.4960000000000002,0.276,37
final_current_mass_projected_annulus,annulus,4.0,8.0,p008,2.055,0.1964999999999999,87
final_current_mass_projected_annulus,annulus,8.0,11.68,p008,2.1100000000000003,0.24349999999999994,58
final_current_mass_projected_annulus,annulus,11.68,20.0,p008,2.089,0.26650000000000007,48
final_current_mass_projected_annulus,annulus,0.0,2.0,p009,0.899,0.4095000000000001,16
final_current_mass_projected_annulus,annulus,2.0,4.0,p009,1.6310000000000002,0.266,41
final_current_mass_projected_annulus,annulus,4.0,8.0,p009,2.286,0.20450000000000013,89
final_current_mass_projected_annulus,annulus,8.0,11.68,p009,2.379,0.28800000000000003,47
final_current_mass_projected_annulus,annulus,11.68,20.0,p009,1.913,0.23050000000000004,60
final_current_mass_projected_annulus,annulus,0.0,2.0,p010,1.356,0.42850000000000005,15
final_current_mass_projected_annulus,annulus,2.0,4.0,p010,2.06,0.30200000000000005,37
final_current_mass_projected_annulus,annulus,4.0,8.0,p010,1.935,0.1845000000000001,94
final_current_mass_projected_annulus,annulus,8.0,11.68,p010,1.8610000000000002,0.25250000000000006,49
final_current_mass_projected_annulus,annulus,11.68,20.0,p010,2.1300000000000003,0.2719999999999999,47
final_current_mass_projected_annulus,annulus,0.0,2.0,p011,1.457,0.4325,15
final_current_mass_projected_annulus,annulus,2.0,4.0,p011,1.9180000000000001,0.26050000000000006,47
final_current_mass_projected_annulus,annulus,4.0,8.0,p011,1.9640000000000002,0.19599999999999995,84
final_current_mass_projected_annulus,annulus,8.0,11.68,p011,1.8490000000000002,0.2789999999999999,40
final_current_mass_projected_annulus,annulus,11.68,20.0,p011,2.005,0.252,52
final_current_mass_projected_annulus,annulus,0.0,2.0,p012,1.4820000000000002,0.3580000000000001,22
final_current_mass_projected_annulus,annulus,2.0,4.0,p012,1.5250000000000001,0.273,38
final_current_mass_projected_annulus,annulus,4.0,8.0,p012,2.2750000000000004,0.20350000000000001,89
final_current_mass_projected_annulus,annulus,8.0,11.68,p012,2.2710000000000004,0.30100000000000005,41
final_current_mass_projected_annulus,annulus,11.68,20.0,p012,1.794,0.22550000000000003,60
final_current_mass_projected_annulus,annulus,0.0,2.0,p013,1.6070000000000002,0.4264999999999999,16
final_current_mass_projected_annulus,annulus,2.0,4.0,p013,1.516,0.27649999999999997,37
final_current_mass_projected_annulus,annulus,4.0,8.0,p013,2.049,0.18699999999999994,96
final_current_mass_projected_annulus,annulus,8.0,11.68,p013,2.225,0.29000000000000015,43
final_current_mass_projected_annulus,annulus,11.68,20.0,p013,2.008,0.252,52
final_current_mass_projected_annulus,annulus,0.0,2.0,p014,1.3230000000000002,0.39050000000000007,18
final_current_mass_projected_annulus,annulus,2.0,4.0,p014,1.526,0.26650000000000007,40
final_current_mass_projected_annulus,annulus,4.0,8.0,p014,2.173,0.1985,90
final_current_mass_projected_annulus,annulus,8.0,11.68,p014,2.262,0.2895000000000001,44
final_current_mass_projected_annulus,annulus,11.68,20.0,p014,1.87,0.24550000000000005,52
final_current_mass_projected_annulus,annulus,0.0,2.0,p015,1.57,0.4115,17
final_current_mass_projected_annulus,annulus,2.0,4.0,p015,1.7640000000000002,0.2539999999999999,47
final_current_mass_projected_annulus,annulus,4.0,8.0,p015,2.009,0.2054999999999999,78
final_current_mass_projected_annulus,annulus,8.0,11.68,p015,1.8910000000000002,0.271,43
final_current_mass_projected_annulus,annulus,11.68,20.0,p015,2.1100000000000003,0.24749999999999994,56
final_current_mass_projected_annulus,annulus,0.0,2.0,p016,1.4620000000000002,0.43299999999999994,15
final_current_mass_projected_annulus,annulus,2.0,4.0,p016,1.6660000000000001,0.278,38
final_current_mass_projected_annulus,annulus,4.0,8.0,p016,2.15,0.1984999999999999,89
final_current_mass_projected_annulus,annulus,8.0,11.68,p016,1.8890000000000002,0.259,47
final_current_mass_projected_annulus,annulus,11.68,20.0,p016,2.007,0.2520000000000001,52
final_current_mass_projected_annulus,annulus,0.0,2.0,p017,1.1260000000000001,0.36600000000000005,20
final_current_mass_projected_annulus,annulus,2.0,4.0,p017,1.9100000000000001,0.3015,35
final_current_mass_projected_annulus,annulus,4.0,8.0,p017,2.1060000000000003,0.1965,89
final_current_mass_projected_annulus,annulus,8.0,11.68,p017,2.2630000000000003,0.2610000000000001,54
final_current_mass_projected_annulus,annulus,11.68,20.0,p017,1.743,0.271,41
final_current_mass_projected_annulus,annulus,0.0,2.0,p018,nan,nan,9
final_current_mass_projected_annulus,annulus,2.0,4.0,p018,1.395,0.25349999999999995,43
final_current_mass_projected_annulus,annulus,4.0,8.0,p018,2.25,0.20050000000000012,91
final_current_mass_projected_annulus,annulus,8.0,11.68,p018,2.173,0.26350000000000007,51
final_current_mass_projected_annulus,annulus,11.68,20.0,p018,1.8690000000000002,0.2530000000000001,49
final_current_mass_projected_annulus,annulus,0.0,2.0,p019,1.3330000000000002,0.3615000000000001,21
final_current_mass_projected_annulus,annulus,2.0,4.0,p019,2.069,0.29100000000000004,40
final_current_mass_projected_annulus,annulus,4.0,8.0,p019,1.903,0.19499999999999995,83
final_current_mass_projected_annulus,annulus,8.0,11.68,p019,2.079,0.278,44
final_current_mass_projected_annulus,annulus,11.68,20.0,p019,1.979,0.24550000000000005,54
final_current_mass_projected_annulus,annulus,0.0,2.0,p020,1.7630000000000001,0.4225000000000001,17
final_current_mass_projected_annulus,annulus,2.0,4.0,p020,1.8210000000000002,0.278,40
final_current_mass_projected_annulus,annulus,4.0,8.0,p020,1.979,0.1964999999999999,84
final_current_mass_projected_annulus,annulus,8.0,11.68,p020,1.8910000000000002,0.271,43
final_current_mass_projected_annulus,annulus,11.68,20.0,p020,2.044,0.24649999999999994,55
final_current_mass_projected_annulus,annulus,0.0,2.0,p021,1.2120000000000002,0.39900000000000013,17
final_current_mass_projected_annulus,annulus,2.0,4.0,p021,1.7100000000000002,0.26949999999999996,41
final_current_mass_projected_annulus,annulus,4.0,8.0,p021,2.232,0.20200000000000018,89
final_current_mass_projected_annulus,annulus,8.0,11.68,p021,2.249,0.2795000000000001,47
final_current_mass_projected_annulus,annulus,11.68,20.0,p021,1.7970000000000002,0.247,50
final_current_mass_projected_annulus,annulus,0.0,2.0,p022,1.1030000000000002,0.5190000000000001,10
final_current_mass_projected_annulus,annulus,2.0,4.0,p022,1.695,0.269,41
final_current_mass_projected_annulus,annulus,4.0,8.0,p022,1.9420000000000002,0.1775,102
final_current_mass_projected_annulus,annulus,8.0,11.68,p022,2.285,0.3055000000000001,40
final_current_mass_projected_annulus,annulus,11.68,20.0,p022,2.105,0.25950000000000006,51
final_current_mass_projected_annulus,annulus,0.0,2.0,p023,1.5450000000000002,0.388,19
final_current_mass_projected_annulus,annulus,2.0,4.0,p023,1.7990000000000002,0.25250000000000006,48
final_current_mass_projected_annulus,annulus,4.0,8.0,p023,1.8310000000000002,0.19299999999999984,83
final_current_mass_projected_annulus,annulus,8.0,11.68,p023,2.629,0.3214999999999999,43
final_current_mass_projected_annulus,annulus,11.68,20.0,p023,1.8610000000000002,0.26349999999999996,45
final_current_mass_projected_annulus,annulus,0.0,2.0,p024,1.731,0.34650000000000003,25
final_current_mass_projected_annulus,annulus,2.0,4.0,p024,1.586,0.2825,36
final_current_mass_projected_annulus,annulus,4.0,8.0,p024,1.9900000000000002,0.19850000000000012,83
final_current_mass_projected_annulus,annulus,8.0,11.68,p024,2.261,0.2835,46
final_current_mass_projected_annulus,annulus,11.68,20.0,p024,1.971,0.23250000000000004,60
final_current_mass_projected_annulus,annulus,0.0,2.0,p025,1.7280000000000002,0.48150000000000004,13
final_current_mass_projected_annulus,annulus,2.0,4.0,p025,1.743,0.2809999999999999,38
final_current_mass_projected_annulus,annulus,4.0,8.0,p025,1.9580000000000002,0.18800000000000006,91
final_current_mass_projected_annulus,annulus,8.0,11.68,p025,2.019,0.25,53
final_current_mass_projected_annulus,annulus,11.68,20.0,p025,2.1270000000000002,0.26050000000000006,51
final_current_mass_projected_annulus,annulus,0.0,2.0,p026,0.962,0.397,17
final_current_mass_projected_annulus,annulus,2.0,4.0,p026,1.7360000000000002,0.267,42
final_current_mass_projected_annulus,annulus,4.0,8.0,p026,2.168,0.19800000000000006,90
final_current_mass_projected_annulus,annulus,8.0,11.68,p026,2.4130000000000003,0.29699999999999993,45
final_current_mass_projected_annulus,annulus,11.68,20.0,p026,2.0,0.23650000000000004,59
final_current_mass_projected_annulus,annulus,0.0,2.0,p027,1.431,0.44700000000000006,14
final_current_mass_projected_annulus,annulus,2.0,4.0,p027,2.046,0.2759999999999999,44
final_current_mass_projected_annulus,annulus,4.0,8.0,p027,1.7990000000000002,0.18500000000000005,89
final_current_mass_projected_annulus,annulus,8.0,11.68,p027,2.222,0.27449999999999997,48
final_current_mass_projected_annulus,annulus,11.68,20.0,p027,2.019,0.2629999999999999,48
final_current_mass_projected_annulus,annulus,0.0,2.0,p028,1.778,0.401,19
final_current_mass_projected_annulus,annulus,2.0,4.0,p028,1.5410000000000001,0.2855,35
final_current_mass_projected_annulus,annulus,4.0,8.0,p028,1.979,0.1945,86
final_current_mass_projected_annulus,annulus,8.0,11.68,p028,2.097,0.25150000000000006,54
final_current_mass_projected_annulus,annulus,11.68,20.0,p028,2.076,0.27500000000000013,45
final_current_mass_projected_annulus,annulus,0.0,2.0,p029,1.1760000000000002,0.3420000000000001,23
final_current_mass_projected_annulus,annulus,2.0,4.0,p029,1.9740000000000002,0.258,49
final_current_mass_projected_annulus,annulus,4.0,8.0,p029,2.161,0.20350000000000013,85
final_current_mass_projected_annulus,annulus,8.0,11.68,p029,2.073,0.2775000000000001,44
